,category,Fitness,GoodCust,MktCamp,Blood,Credit-G,Diabetes,Hazelnut,QSAR-Bio,Seismic,QSAR-Fish,Airfoil,Concrete,Insurance,Anneal,ELO
metric,,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,rmse,rmse,rmse,rmse,log_loss,
task_id,,363671,363682,363684,363621,363626,363629,363674,363696,363700,363698,363612,363625,363675,363614,
CAT,ML,0.803406684815487,0.7261415728999226,0.9235013315201994,0.7050877192982457,0.7838034188034187,0.8376171352074967,0.96828125,0.9232517041151225,0.7850713740873924,0.9170500156250383,1.1912702718003423,4.333585714498188,4075.95781501091,0.03157184199590883,1325.8
EBM,ML,0.7998147307924985,0.7211109126629756,0.9345501161538897,0.720701754385965,0.7799572649572649,0.8536144578313253,0.9671375,0.9334583618855268,0.7867712760161273,0.9338630759696042,1.8751122184601097,4.3791586681933,4036.8570231296108,0.0720399022102356,1330.8
GBM,ML,0.8021589534180278,0.6923855450378044,0.9359241316788487,0.7157894736842105,0.7777777777777778,0.8353413654618473,0.9706625,0.9149565405561366,0.7952489920453307,0.9226082564792453,1.387637675978781,4.3673334678741815,4122.501833344633,0.04346644381205891,1273.8
KNN,ML,0.7734800362976406,0.7180448889682681,0.8873236443991162,0.6987719298245614,0.7601709401709402,0.8142570281124498,0.929640625,0.9193205179067335,0.7768769750463115,0.9471641989379048,2.553026758666722,6.260830250399818,4630.235613436097,0.08581547439098358,898.9
LR,ML,0.8008356019358742,0.7110793594094184,0.9239404498838462,0.748859649122807,0.7652136752136752,0.8262382864792504,0.9426125,0.9209795506185307,0.7748937561294541,0.97713369662337,4.7521850275766075,7.9501029449478455,5585.882360476944,0.07239768654108047,1033.7
RF,ML,0.8005709316394435,0.7233434541882479,0.9024661453906737,0.6749122807017544,0.7783333333333333,0.8239290495314592,0.952921875,0.9108810906336784,0.7823798627002289,0.920056349140093,1.7727015604892042,5.50373270046845,4289.116217210034,0.023539500662349788,1110.0
XGB,ML,0.803954930429522,0.7158421146633327,0.9303289138194799,0.7040350877192982,0.7816666666666666,0.8228915662650602,0.96971875,0.9171926281242111,0.8011550615669609,0.9136282735981752,1.3029304493781608,4.271255724134107,4137.510116549243,0.038616225868098306,1293.7
XT,ML,0.8081612976406534,0.6859855926653569,0.9106394129979035,0.6811403508771929,0.7638888888888888,0.8404283801874163,0.95631875,0.9253074620406102,0.7998365478914679,0.905459028966759,1.7070150389205543,5.212221902799439,4131.086950546212,0.02482260392827094,1254.1
