method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
TABICLV2 (default),1913.3,242.2,82.7,5.8,0.9494737,0.02968139643445449,0.027007146639708785,0.022608624534230872,0.35984126984126985,2.0,1.0,0.0,7.0,10.152588820457458,0.43124639987945557,12.69207501359096,1.1467436423656412,0.16300152207053248,0.16300152207053248,0.0,5.0,0.010784286729186576,0.009094080097408294,0.6242468931330818,6.985201716423035,0.3761657476425171,10.981503020137836,1.0825636688478018,0.160391843199008,0.160391843199008,0.0,config,default,TABICLV2,TabICLv2,tabarena-2026-02-16
REALTABPFN-V2.5 (tuned + ensemble),1890.9,260.6,110.4,6.4,0.943158,0.030140185809039398,0.020711851561148402,0.021698800147506532,0.3189484126984127,1.0,2.0,1.0,6.0,2052.157741570473,3.7536302328109743,2700.716486068598,9.070445187795118,0.180374951253771,0.180374951253771,0.0,4.0,0.012906991995432271,0.005660961646062113,0.6253008577468468,1891.582437992096,2.411555767059326,2669.9787237081846,6.692261841069294,0.07798764570149583,0.07798764570149583,0.0,hpo,tuned_ensemble,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
"AutoGluon 1.5 (extreme, 4h)",1866.3,264.3,132.0,7.1,0.93578947,0.03052476324419069,0.022072505702846728,0.015113729336680048,0.2984798534798535,1.0,1.0,2.0,6.0,179.79733250141143,1.0953170299530028,224.23411288777166,2.595952151117102,0.2122247835346683,0.2122247835346683,0.0,4.5,0.025045281187438873,0.013398614205607607,0.6204688270451019,141.3527716398239,0.8359726667404175,201.20789960088317,2.535898274500062,0.20532187651859501,0.20532187651859501,0.0,baseline,,,AutoGluon_v150_eq_4h8c,tabarena-2025-12-18
REALTABPFN-V2.5 (default),1773.3,227.1,118.6,10.2,0.90315795,0.04776740932007638,0.027351733456673577,0.026726460935813465,0.14705257705257707,0.0,0.0,0.0,10.0,8.074723052978516,0.2891707181930542,11.45698340449022,0.8368191300858226,0.2736032263310293,0.2736032263310293,0.0,6.0,0.031243579302248414,0.014965649691018715,0.6604334367838062,7.300347924232483,0.2578970193862915,9.336997742989734,0.639171824838382,0.22525305483263583,0.22525305483263583,0.0,config,default,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
TABDPT_GPU (tuned + ensemble),1735.6,256.8,121.1,11.7,0.88736844,0.04685688654143431,0.02211443064133304,0.02398666571475358,0.1964224664224664,1.0,0.0,0.0,9.0,7724.487304234504,128.15740101337434,10188.351726560175,362.2495699473258,0.2986081372354852,0.2986081372354852,0.0,9.5,0.04065315379808926,0.014834368038430983,0.6293849368960964,7332.460351467133,135.09081983566284,10230.881697187018,382.0410796608709,0.24393066677146513,0.24393066677146513,0.0,hpo,tuned_ensemble,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
REALTABPFN-V2.5 (tuned),1729.6,252.3,117.8,11.95,0.8847369,0.043239572655489424,0.01957029649307796,0.0220549816127128,0.1735759034896966,0.0,1.0,1.0,8.0,2052.157741570473,0.5471738338470459,2700.716486068598,1.3547356305902791,0.31788768548030844,0.31788768548030844,0.0,8.0,0.029022717452677982,0.0120228592687992,0.6405808092506429,1891.582437992096,0.3007148504257202,2669.9787237081846,1.0035909212730973,0.2964158896992682,0.2964158896992682,0.0,hpo,tuned,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
TABDPT_GPU (default),1716.9,197.0,85.8,12.5,0.8789474,0.050380303623714595,0.0344223573992868,0.028663928119273076,0.14228014091171987,0.0,1.0,1.0,8.0,34.337841272354126,16.557884645462035,46.96267692202666,45.372770571993954,0.3176860672109754,0.3176860672109754,0.0,12.0,0.02856481448326681,0.020301413475189063,0.6249024544156809,35.8741158246994,16.39503765106201,46.45508836399206,42.737089242149565,0.30526916242218843,0.30526916242218843,0.0,config,default,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
TABDPT_GPU (tuned),1703.4,182.8,86.3,13.1,0.8726315,0.04946748717099168,0.029859913888291338,0.024526041698024213,0.122239010989011,0.0,1.0,0.0,9.0,7724.487304234504,13.014562058448792,10188.351726560175,32.73403647742771,0.33767577312035124,0.33767577312035124,0.0,13.0,0.03271300258886661,0.018819703213861873,0.6231454324719796,7332.460351467133,16.06958830356598,10230.881697187018,36.66067287323794,0.30553620685900085,0.30553620685900085,0.0,hpo,tuned,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
TABPFNV2_GPU (tuned + ensemble),1676.8,297.4,150.2,14.35,0.8594737,0.05306348954050198,0.026577845709183617,0.02749800442663132,0.14142634561228457,0.0,0.0,1.0,9.0,3609.990434741974,15.818853831291198,4462.820227741091,40.03372152329786,0.3715226471746742,0.3715226471746742,0.0,8.0,0.04447096689576541,0.015205289979196582,0.6525979020174164,2816.1803461313248,6.919036388397217,4540.476649043894,18.5474544713968,0.2325375109797131,0.2325375109797131,0.0,hpo,tuned_ensemble,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
"AutoGluon 1.4 (extreme, 4h)",1670.7,250.7,102.8,14.65,0.85631585,0.04441920728677218,0.02408079050185505,0.021901337439076563,0.18143959457919415,1.0,0.0,0.0,9.0,501.3514785051346,1.593275547027588,654.4701102961426,4.345131217411595,0.3682692052073534,0.3682692052073534,0.0,9.5,0.03046771810859622,0.0203595664658187,0.6147861261198836,408.6331539154053,1.5597865581512451,616.2446851920199,3.902422507077653,0.28183481050904613,0.28183481050904613,0.0,baseline,,,AutoGluon_v140_eq_4h8c,tabarena-2025-11-01
REALMLP_GPU (tuned + ensemble),1659.7,127.7,52.9,15.2,0.85052633,0.06617672817124506,0.02774921196639081,0.029068695145120574,0.07437570169768312,0.0,0.0,0.0,10.0,4100.393615984916,19.391504406929016,5503.566698825363,54.191260049335696,0.4161947643833831,0.4161947643833831,0.0,14.5,0.04893617536707806,0.030207475597572205,0.6514232041128798,4173.234507918358,18.115317344665527,5403.472774428128,40.16484511561836,0.3627249754850451,0.3627249754850451,0.0,hpo,tuned_ensemble,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
MITRA_GPU (default),1632.0,177.9,96.8,16.65,0.83526313,0.0739431814706822,0.03841483876473842,0.03563261285389309,0.11996712643867616,0.0,1.0,0.0,9.0,77.80234706401825,0.8716951608657837,105.92971112017763,2.4040952411106398,0.4034097213903678,0.4034097213903678,0.0,18.5,0.06985555916853164,0.02626795387919008,0.6394896376058326,74.48118579387665,0.8480452299118042,105.44798788372951,2.241741776120362,0.3652814383841939,0.3652814383841939,0.0,config,default,MITRA_GPU,Mitra_GPU,tabarena-2025-09-03
TABPFNV2_GPU (default),1607.8,279.7,141.3,18.0,0.8210526,0.06391393092553826,0.033222211036333146,0.02749095267605095,0.17778055278055277,1.0,0.0,0.0,9.0,7.170730566978454,0.2834847211837769,9.537731482604077,0.7386693694845898,0.38990461243080693,0.38990461243080693,0.0,12.0,0.064033394527508,0.022218079342422606,0.6642028725097082,6.8933409452438354,0.26263725757598877,8.681373469402025,0.7342568826892518,0.34010275512116683,0.34010275512116683,0.0,config,default,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
TABPFNV2_GPU (tuned),1547.7,210.8,120.1,21.7,0.78210527,0.07373626474545876,0.03131769265924722,0.03303075833178998,0.0692065264807854,0.0,0.0,0.0,10.0,3609.990434741974,0.2013022184371948,4462.820227741091,0.5344751109871843,0.48701714068388935,0.48701714068388935,0.0,18.0,0.07134897202114399,0.024043948863037935,0.664658781955884,2816.1803461313248,0.16624736785888672,4540.476649043894,0.42901652212986696,0.4307975393123899,0.4307975393123899,0.0,hpo,tuned,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
"AutoGluon 1.4 (best, 4h)",1542.4,161.2,96.4,22.05,0.77842104,0.07759903452803898,0.03483569409019624,0.03591571349125674,0.06961009190206038,0.0,0.0,0.0,10.0,5091.664259266853,1.6969236612319947,6674.89226187836,3.8942064894625856,0.5064968021066099,0.5064968021066099,0.0,25.0,0.05498979149910288,0.038137075083067226,0.66169813848553,4385.050688743591,0.8002758026123047,6385.230393966056,2.308322425931692,0.5355171248637326,0.5355171248637326,0.0,baseline,,,AutoGluon_v140_bq_4h8c,tabarena-2025-11-01
REALMLP_GPU (tuned),1497.2,179.9,110.8,25.2,0.7452632,0.07878465397761944,0.0286736634852843,0.03020090087224383,0.05278290180959814,0.0,0.0,0.0,10.0,4100.393615984916,2.249981427192688,5503.566698825363,6.3402597745177225,0.554213391647703,0.554213391647703,0.0,20.0,0.06748503179786808,0.04183131285108341,0.6610907505505348,4173.234507918358,2.182507634162903,5403.472774428128,5.265160843891236,0.5182408855648465,0.5182408855648465,0.0,hpo,tuned,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
CAT (tuned + ensemble),1428.6,155.5,79.4,30.55,0.6889473,0.10172966157656486,0.05221370835163168,0.048255965489087185,0.04147449241005141,0.0,0.0,0.0,10.0,3824.744892859459,0.5250049829483032,4754.856793368343,1.2155002943899147,0.6494908359404634,0.6494908359404634,0.0,27.0,0.06364943397482736,0.053130413020455555,0.6671886442910558,1546.4939340353012,0.31611835956573486,2757.5364606381845,1.0141097753137878,0.6051394191265405,0.6051394191265405,0.0,hpo,tuned_ensemble,CAT,CatBoost,tabarena-2025-06-12
GBM (tuned + ensemble),1416.6,87.7,52.5,31.55,0.678421,0.1118559615110375,0.05951989355179352,0.05610187737114791,0.03474015739383056,0.0,0.0,0.0,10.0,1068.9766187667847,2.2562190532684325,1438.2298160973758,5.4356320354521905,0.6949564378716585,0.6949564378716585,0.0,32.25,0.11506025293363625,0.058241155192005054,0.6673207862555217,943.7310781478882,0.9242416620254517,1466.3735025411343,2.7660759696305193,0.7251251408227748,0.7251251408227748,0.0,hpo,tuned_ensemble,GBM,LightGBM,tabarena-2025-06-12
CAT (tuned),1407.1,141.3,93.3,32.35,0.66999996,0.10256076726659236,0.052906261360193524,0.048033808118053405,0.0404122363498962,0.0,0.0,0.0,10.0,3824.744892859459,0.050990056991577146,4754.856793368343,0.12673691777772436,0.657174423530432,0.657174423530432,0.0,31.0,0.07063529563839593,0.05228036156568443,0.6682497902724704,1546.4939340353012,0.03718447685241699,2757.5364606381845,0.09823716183914649,0.6501406117963483,0.6501406117963483,0.0,hpo,tuned,CAT,CatBoost,tabarena-2025-06-12
XRFM_GPU (tuned + ensemble),1406.6,181.6,155.6,32.4,0.6694737,0.10752559798237224,0.053750038704701686,0.045442214949212724,0.045837018175493675,0.0,0.0,0.0,10.0,1948.483528327942,1.9755215644836426,2701.3265123300266,6.046905110500123,0.6547116173931438,0.6547116173931438,0.0,25.5,0.09010354747608107,0.0489986865677429,0.6525376177167932,1940.9743039608002,1.9170976877212524,2638.3824804270753,4.747714047692173,0.558859719407265,0.558859719407265,0.0,hpo,tuned_ensemble,XRFM_GPU,xRFM_GPU,tabarena-2025-09-03
XRFM_GPU (tuned),1382.9,145.0,107.6,34.45,0.64789474,0.10554588106697782,0.047731476570280096,0.041436315619004016,0.037506644358148114,0.0,0.0,0.0,10.0,1948.483528327942,0.04320394992828369,2701.3265123300266,0.11530632994985808,0.6982773500062526,0.6982773500062526,0.0,33.25,0.09071124042755219,0.05374361471705049,0.6505341038269747,1940.9743039608002,0.042343735694885254,2638.3824804270753,0.10770437699018165,0.6673611711872846,0.6673611711872846,0.0,hpo,tuned,XRFM_GPU,xRFM_GPU,tabarena-2025-09-03
MNCA_GPU (default),1376.1,154.2,94.0,35.05,0.641579,0.1300647528333686,0.08154336460707445,0.07056853671772728,0.05980402565633604,0.0,0.0,1.0,9.0,20.52165205478668,0.12290773391723633,25.289845199876073,0.31640538309054456,0.731261547801983,0.731261547801983,0.0,30.5,0.06870060783705167,0.07850138323212844,0.6638763805246433,19.536123514175415,0.10928356647491455,25.131513712214996,0.30788316570298885,0.7543565437994941,0.7543565437994941,0.0,config,default,MNCA_GPU,ModernNCA_GPU,tabarena-2025-06-12
TABM_GPU (tuned + ensemble),1372.8,164.6,105.6,35.35,0.63842106,0.10325547891870204,0.04168793484484892,0.044567965462692004,0.04415982400934548,0.0,0.0,0.0,10.0,5015.6078384876255,0.6781956434249878,6202.285380257525,1.8178799097611826,0.6721422270602868,0.6721422270602868,0.0,31.5,0.10344616565443632,0.03393686068931134,0.6825204887215446,4025.567641735077,0.6433289051055908,4322.161326281856,1.6302056597837213,0.6055087414853556,0.6055087414853556,0.0,hpo,tuned_ensemble,TABM_GPU,TabM_GPU,tabarena-2025-06-12
LLMSlot260506-LS-qwen-structured (tuned + ensemble),1362.2,156.6,113.1,36.3,0.6284211,0.12399743692560397,0.06688849975306296,0.055132387219050005,0.05834930993785272,0.0,0.0,1.0,9.0,17934.928171038628,111.38920750617982,24442.148803850003,312.76825798901973,0.7344596179158742,0.7344596179158742,0.0,36.0,0.09345801487873578,0.0660619869641926,0.7305448784211712,16840.555431365967,112.29867851734161,23632.847978343634,263.47391315746734,0.8744197448424654,0.8744197448424654,0.0,hpo,tuned_ensemble,LLMSlot260506-LS-qwen-structured,LLMSlot260506-LS-qwen-structured,260506-LS-qwen-structured
REALMLP_GPU (default),1355.5,243.8,161.0,36.9,0.6221053,0.12158599553997465,0.09573379101123664,0.06380570100034227,0.07691993205264366,0.0,0.0,1.0,9.0,22.176897621154787,3.8362679958343504,29.07845270347239,10.492241770432718,0.674984056241442,0.674984056241442,0.0,38.0,0.04262890434495087,0.04042602028813473,0.7477749775596964,19.117475748062134,3.5524462461471558,26.255487268231207,9.800100566145684,0.7758647584878481,0.7758647584878481,0.0,config,default,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
TABM_GPU (tuned),1339.7,134.6,101.7,38.35,0.6068421,0.10899748287652682,0.04446661619725696,0.04530922952339779,0.03429989155518872,0.0,0.0,0.0,10.0,5015.6078384876255,0.08748118877410889,6202.285380257525,0.2262228519565055,0.7285344427988706,0.7285344427988706,0.0,35.5,0.10448633144441022,0.045388239255252344,0.6932508403610118,4025.567641735077,0.06895184516906738,4322.161326281856,0.25219068933562583,0.6863569100411462,0.6863569100411462,0.0,hpo,tuned,TABM_GPU,TabM_GPU,tabarena-2025-06-12
XGB (tuned + ensemble),1339.2,118.6,112.6,38.4,0.6063158,0.12333040867477485,0.06573310389123302,0.059450797851201095,0.029390784815221855,0.0,0.0,0.0,10.0,1168.056036233902,2.2456907987594605,1567.3046221728332,5.323623572070009,0.7788876051884897,0.7788876051884897,0.0,34.0,0.12928279262307407,0.05601470656505768,0.6656572950059595,978.4266933202744,1.206800937652588,1627.767421372563,2.737143778545728,0.7705734328567168,0.7705734328567168,0.0,hpo,tuned_ensemble,XGB,XGBoost,tabarena-2025-06-12
CAT (default),1337.5,77.7,51.1,38.55,0.6047368,0.1308970825229818,0.07325789974514141,0.06498703762970015,0.027269751259876594,0.0,0.0,0.0,10.0,16.5442595243454,0.07677133083343506,20.809266147593817,0.1783852640372316,0.8007605115723498,0.8007605115723498,0.0,37.5,0.12407697653961486,0.06967289036663402,0.6717848230876623,7.647105097770691,0.03766131401062012,9.429314753338403,0.10058851967183359,0.7927212468056004,0.7927212468056004,0.0,config,default,CAT,CatBoost,tabarena-2025-06-12
EBM (tuned + ensemble),1337.0,185.7,130.7,38.6,0.60421056,0.1425636373020323,0.0874410785207369,0.08606139125219284,0.07643593675398587,0.0,1.0,0.0,9.0,3585.118382716179,0.16023685932159423,4743.534148921749,0.44004371368981143,0.7560342057820794,0.7560342057820794,0.0,43.5,0.09541542185971164,0.05762906091817724,0.7146334152540939,2083.707528591156,0.17454469203948975,3249.2375221925563,0.4104804173277117,0.9376381401857077,0.9376381401857077,0.0,hpo,tuned_ensemble,EBM,ExplainableBM,tabarena-2025-09-03
