method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
TABICLV2 (default),1663.0,202.8,93.0,8.444444444444445,0.90694445,0.11405562594970803,0.14563476760357152,0.08965139770628831,0.27048260381593714,1.0,1.0,0.0,7.0,9.509508715735542,0.4042202631632487,13.709632650549885,1.2566101627520763,0.27876480272894133,0.27876480272894133,0.0,9.0,0.03442340791738352,0.028759124237934173,0.3542280741307795,6.9597556591033936,0.37821173667907715,13.26617132872343,1.1800168508506683,0.24752475247524533,0.24752475247524533,0.0,config,default,TABICLV2,TabICLv2,tabarena-2026-02-16
REALTABPFN-V2.5 (tuned + ensemble),1645.0,354.5,165.1,9.11111111111111,0.89861107,0.04259848749404766,0.028020595463678653,0.027781488777697358,0.3998805256869773,2.0,2.0,1.0,4.0,1965.2438637680477,4.472548617257012,2969.5370289350467,12.80553969211853,0.2866595781805105,0.2866595781805105,0.0,3.0,0.024860778212602574,0.007128588487444828,0.3801728631098418,1918.459510087967,2.5050535202026367,2837.957855159714,6.731759702498989,0.09577339578054085,0.09577339578054085,0.0,hpo,tuned_ensemble,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
"AutoGluon 1.5 (extreme, 4h)",1596.6,503.8,224.7,11.11111111111111,0.8736111,0.09547394764638814,0.09423704072198166,0.06629232276570209,0.3718855218855219,2.0,0.0,2.0,5.0,158.39587529500326,0.9549133512708876,222.17791268699773,2.7120337259702003,0.30596759503386084,0.30596759503386084,0.0,4.0,0.0401579986833438,0.01553786825040048,0.3457945594021132,121.47578263282776,0.8818163871765137,200.78641757492193,2.5692728181548468,0.20875302427015321,0.20875302427015321,0.0,baseline,,,AutoGluon_v150_eq_4h8c,tabarena-2025-12-18
REALTABPFN-V2.5 (default),1594.1,194.3,88.6,11.222222222222221,0.8722221,0.10005360309642786,0.07530689564841805,0.062201758480690025,0.16733595622484512,0.0,1.0,0.0,8.0,8.230963230133057,0.2959924538930257,12.947866775908587,0.9478603006357547,0.3620476157722179,0.3620476157722179,0.0,9.0,0.03755669644907589,0.029353035143769947,0.418697125047572,7.416834115982056,0.26011204719543457,11.449577788676113,0.7948353445741552,0.2685643564356397,0.2685643564356397,0.0,config,default,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
REALMLP_GPU (tuned + ensemble),1554.6,122.0,58.9,13.11111111111111,0.84861106,0.14071392108287636,0.1303162870532534,0.0853650851822606,0.09185822777154046,0.0,0.0,0.0,9.0,4068.4431614081063,19.57541208797031,6127.183650646926,60.678579861758166,0.44453903804995737,0.44453903804995737,0.0,14.0,0.08928571428571397,0.045926517571884914,0.40136799216270447,4074.6418476104736,21.31805419921875,6213.219062552965,42.55100638566617,0.4440677966101728,0.4440677966101728,0.0,hpo,tuned_ensemble,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
REALTABPFN-V2.5 (tuned),1553.5,238.0,93.7,13.166666666666666,0.8479166,0.11012405638334455,0.10763165934876998,0.06980236241025767,0.15487874365923146,0.0,1.0,0.0,8.0,1965.2438637680477,0.37121499909294975,2969.5370289350467,1.1161130894291145,0.4210370790280582,0.4210370790280582,0.0,10.0,0.07408975444538479,0.03728871246781083,0.38372504550391073,1918.459510087967,0.2952003479003906,2837.957855159714,0.9774845956966577,0.37044536914914966,0.37044536914914966,0.0,hpo,tuned,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
"AutoGluon 1.4 (extreme, 4h)",1495.0,237.2,120.3,16.38888888888889,0.80763894,0.12614945441251127,0.1417291134601367,0.0913855520931108,0.1849054729489512,1.0,0.0,0.0,8.0,628.6601568857828,2.28986038102044,933.8385391952595,7.034305245008415,0.4353291157516035,0.4353291157516035,0.0,11.0,0.06964609914590147,0.02195814173995717,0.3681306213084535,478.4917576313019,2.1289560794830322,707.8280438332868,6.71732529954382,0.32191716529750014,0.32191716529750014,0.0,baseline,,,AutoGluon_v140_eq_4h8c,tabarena-2025-11-01
TABPFNV2_GPU (tuned + ensemble),1489.4,194.8,98.4,16.72222222222222,0.80347216,0.12767646656017384,0.11568618077243659,0.07739038136287837,0.0978186334893652,0.0,0.0,0.0,9.0,3251.613864739736,11.912644253836739,4442.86191783378,35.66841688022131,0.5082891002476069,0.5082891002476069,0.0,16.0,0.07408975444538479,0.062443847672028104,0.40931312412357507,1926.0209152698517,6.023593425750732,2969.662501537342,19.27362661808729,0.6161971830985885,0.6161971830985885,0.0,hpo,tuned_ensemble,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
TABDPT_GPU (tuned + ensemble),1449.8,256.2,157.9,19.22222222222222,0.7722222,0.13826456171042217,0.12926867396761538,0.09397158800572665,0.09286935986764039,0.0,0.0,0.0,9.0,7427.326492389043,120.92998303307428,11013.267695608993,392.0207018512432,0.48731285227806026,0.48731285227806026,0.0,14.0,0.09091593646566498,0.02796349319888892,0.3613204578377259,7234.162442445755,142.35968470573425,10675.148082816082,418.4664873618079,0.5279221676475065,0.5279221676475065,0.0,hpo,tuned_ensemble,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
REALMLP_GPU (tuned),1444.8,136.2,77.2,19.555555555555557,0.76805556,0.14995294933519496,0.12565483170893835,0.08541844251338931,0.1042749891434102,0.0,1.0,0.0,8.0,4068.4431614081063,1.7536102400885687,6127.183650646926,5.657116660424624,0.5310637778332139,0.5310637778332139,0.0,16.0,0.10583359897991684,0.05355956518664757,0.39439043402671814,4074.6418476104736,0.778632640838623,6213.219062552965,2.5782537776113346,0.4746081203948621,0.4746081203948621,0.0,hpo,tuned,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
