,category,Amazon,Fitness,GoodCust,MktCamp,Blood,Churn,Credit-G,Diabetes,Hazelnut,Polish,QSAR-Bio,Seismic,TaiwanBnk,Fiat500,QSAR-Fish,Airfoil,Concrete,Insurance,Houses,Wine,MIC,Anneal,Maternal,Splice,Students,Phishing
metric,,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,rmse,rmse,rmse,rmse,rmse,rmse,rmse,log_loss,log_loss,log_loss,log_loss,log_loss,log_loss
MNCA_GPU,DL,0.8702221832029707,0.7989261947973382,0.711406798833125,0.9329140461215933,0.6753508771929825,0.9401745845621765,0.7785042735042735,0.8069611780455154,0.983625,0.9751948489319392,0.9254877916831968,0.7650212487741092,0.9307285180572852,688.4482178200285,0.9225872956639865,1.3085769117138073,5.175840034325168,4117.0854826350915,0.20209167178082685,0.5873581505313027,0.46944152210874873,0.04072477790727136,0.3838663966201875,0.11058387039358838,0.5647411041137942,0.21786419042911936
NN_TORCH,DL,0.8504505442263056,0.8017052329098608,0.7293266654759778,0.9344367952858519,0.7406140350877193,0.9250879437160218,0.7794017094017094,0.8246987951807229,0.9831375,0.9648069151324652,0.9202582320481841,0.7862482292688242,0.9488978829389788,724.9737034682473,0.9211951262075508,1.251028764856233,4.454149088455697,4144.198944747313,0.22278983190191606,0.639087961638318,0.47918471403985735,0.05635070620970603,0.5263237738835965,0.09762039767861577,0.5656864087935528,0.21425051268604176
REALMLP_GPU,DL,0.8701218589673415,0.8049568965517241,0.7444484134071561,0.9350458949515553,0.7298245614035088,0.9379093676343436,0.7925213675213675,0.8459170013386881,0.98249375,0.9734147475784207,0.9302124283189671,0.7816933638443936,0.9516002490660025,690.2745994021611,0.9014784160630552,1.0118973418753692,4.141370860233445,4071.1783567245207,0.20022253813082494,0.5840844458809599,0.4443915784358978,0.029990119859576225,0.40136799216270447,0.08935730159282684,0.5559202432632446,0.2129228562116623
TABM_GPU,DL,0.8497121424767125,0.8086244706594071,0.7355182473060665,0.9363065896084763,0.7101754385964912,0.9363607291333547,0.7882478632478632,0.8251673360107095,0.9789,0.977796843928411,0.9341436145273561,0.7929824561403509,0.943879202988792,719.4982051805744,0.9109158278963556,0.9773049624642896,4.374334605859934,4101.560812702842,0.20640071817898786,0.5965948031691942,0.4493697897029625,0.037722728510801044,0.4541251495467335,0.09711189285055327,0.5585255570584511,0.2223637501455227
XRFM_GPU,DL,0.8653247460912755,0.8064125831820932,0.7121212121212122,0.9328219729163125,0.703859649122807,0.9305392696822182,0.7666239316239316,0.8444444444444444,0.9837875,0.9515644043877093,0.9306812853896923,0.7927645199956412,0.9435927770859278,694.4728193660251,0.9115647745800096,1.1754813127660084,4.344043788976497,4217.97912318839,0.20968345101227884,0.5817342354665131,0.4671066701412201,0.026894191280007362,0.39351046085357666,0.107243612408638,0.5594378709793091,0.2490585297346115
REALTABPFN-V2.5,Foundation,0.8461647390063088,0.8097209618874773,0.7144430553074954,0.9437716017904697,0.7303508771929824,0.938771038387284,0.7811538461538462,0.8431726907630522,0.989525,0.9897042786580281,0.9300681646048977,0.7914351095129127,0.9480074719800747,687.6317123672046,0.8866661964472332,0.870428852383852,3.7665874877665413,4030.724697336574,0.19625668823298525,0.6010726482497386,0.4496716148492175,0.010615817792250088,0.3801728631098418,0.08082871140702425,0.5437314022691051,0.20309345139166002
TABDPT_GPU,Foundation,0.8508529174441475,0.8082652752571083,0.7229267131035304,0.9327228171567794,0.7275438596491228,0.9408082530883938,0.7692307692307693,0.8433734939759037,0.99098125,0.9796811854512798,0.9352977242399105,0.790737713849842,0.9528144458281445,676.9810301882072,0.8974494159544669,0.9489951055067419,4.040272334480419,4104.0711948039,0.20264346272492684,0.5791697705707748,0.46332543628383394,0.03276921195620291,0.3613204578377259,0.16146586075338867,0.5659394699969735,0.21080187905697836
TABPFNV2_GPU,Foundation,0.8415401376894398,0.8083030852994555,0.7177174495445615,0.9426667233271007,0.727280701754386,0.9300003553281455,0.7866239316239316,0.84190093708166,0.98529375,0.9827763166335236,0.9230353085440185,0.7895390650539392,0.9478019925280199,684.4739407491046,0.8958826799112578,0.9148343706132448,3.9147441045180007,4147.532527898639,0.23437821466866735,0.5988244067915057,0.4580942314193819,0.025444212742377244,0.40931312412357507,0.08609263659141435,0.5463328979486346,0.20735885385992128
260331-engineeringLLMAdapterEngineered,,,0.8042006957047791,,,0.7428947368421053,,0.7931196581196581,0.8305220883534137,,,0.9094745194215025,,,,1.2147725578062682,,12.081982510169619,5779.555768386089,,,,0.17696474553855523,0.6604580759574981,,,0.2734123178306909
260401-2-engineeringLLMAdapterEngineered,,,,,,,,,,,,,,,1188.2177289256276,1.380915095651678,5.638593898411649,13.645988049857868,5924.153892748597,,0.758524780886758,,0.16923827644063524,0.6605605126327326,,0.5904481095030761,0.23219805508591895
260401-2-engineeringLLMAdapterReg,,,,,,,,,,,,,,,1130.5745298351815,1.4505611810269852,5.9426725662142585,15.135808312514442,5908.601552800396,0.4266491068469503,0.8088784678990772,,,,,,
260401-engineeringLLMAdapterEngineered,,,,,,0.7358771929824561,,,0.8251004016064257,,,,,,,,,,,,0.7566775432023753,,0.23264875687425776,,,,
FTTransformer,DL,0.8493651205612868,0.8069797338173019,0.7304875870691195,0.9360091223298771,0.7159649122807018,0.9400679861185138,0.7785897435897436,0.8275100401606426,0.9655875,0.9697222400410546,0.9115663432755077,0.7881442737277977,0.9363262764632627,884.3534467049177,1.0236326869317924,3.1313168599635257,6.2630538483766305,4328.37942255068,0.3247994221076022,0.707776363119635,0.4640193980639336,0.03631234268703688,0.5516511974574335,0.10367009936325966,0.577992117467829,0.22467492641607956
LLMBaseline,LLM,,,,,0.7093859649122807,,0.7855128205128206,0.7898259705488622,,,0.8670970534136402,,,,1.0715240938086552,,8.513369474178416,5838.997467247002,,,,0.05257918951931996,0.8347154882827691,,,0.24506427220857213
