method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
TABICLV2 (default),1705.6,312.2,115.0,6.7272727272727275,0.92260444,0.08515234462270599,0.12262324470679847,0.06800399835950462,0.34605142332415056,2.0,1.0,0.0,8.0,8.090821114453403,0.40650205178694293,12.044130882335429,1.2205422011535594,0.24104616179697913,0.24104616179697913,0.0,4.0,0.023808148886450775,0.012359302582212895,0.21141025641025635,7.010647773742676,0.40543317794799805,11.346911989952908,1.1800168508506683,0.18590972802469935,0.18590972802469935,0.0,config,default,TABICLV2,TabICLv2,tabarena-2026-02-16
REALTABPFN-V2.5 (default),1628.1,264.6,112.8,9.272727272727273,0.8882065,0.0778151035870349,0.07379538431288275,0.052752588043729495,0.20626713353986081,0.0,2.0,0.0,9.0,8.081671476364136,0.29506858912381256,12.33114492213058,0.909347463837716,0.31454106105510865,0.31454106105510865,0.0,6.0,0.033010813887308976,0.020191273436384983,0.2150854700854702,7.486160039901733,0.2749824523925781,11.449577788676113,0.7948353445741552,0.21651577927699805,0.21651577927699805,0.0,config,default,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
REALTABPFN-V2.5 (tuned + ensemble),1609.3,309.5,143.2,10.0,0.8783784,0.046073581442434806,0.025664744908258076,0.021187749680391145,0.35417695866225274,2.0,2.0,1.0,6.0,2205.503798506477,5.1102612235329365,3179.7663757246464,14.613232627262704,0.2861364520569286,0.2861364520569286,0.0,4.0,0.024860778212602574,0.007128588487444828,0.2188461538461538,1918.459510087967,2.3180580139160156,3270.860076189519,6.731759702498989,0.06498074537609669,0.06498074537609669,0.0,hpo,tuned_ensemble,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
"AutoGluon 1.5 (extreme, 4h)",1568.5,304.3,161.9,11.727272727272727,0.85503685,0.08747863204072232,0.08172534151255248,0.05322376855601914,0.2958907758907759,2.0,0.0,1.0,8.0,143.8617524016987,0.8652735406702216,203.58929083264513,2.482130227602398,0.3324107596970821,0.3324107596970821,0.0,6.0,0.044019979204411364,0.024367509986684105,0.22901709401709414,126.0317063331604,0.853247880935669,192.29113649509713,2.547394534397553,0.2970822281167112,0.2970822281167112,0.0,baseline,,,AutoGluon_v150_eq_4h8c,tabarena-2025-12-18
REALTABPFN-V2.5 (tuned),1557.6,189.8,107.7,12.227272727272727,0.84828013,0.10023885895490561,0.09431674062828327,0.06133175390289444,0.15869468714737256,0.0,1.0,1.0,9.0,2205.503798506477,0.3550172068855979,3179.7663757246464,1.045646596447872,0.39738622205921065,0.39738622205921065,0.0,10.0,0.07408975444538479,0.03728871246781083,0.21508547008547008,1918.459510087967,0.2952003479003906,3270.860076189519,0.9060040028137568,0.39014383623335985,0.39014383623335985,0.0,hpo,tuned,REALTABPFN-V2.5,RealTabPFN-v2.5,tabarena-2025-11-12
REALMLP_GPU (tuned + ensemble),1505.7,132.2,51.7,14.818181818181818,0.8132678,0.1200433309221348,0.11005013717808211,0.06270284971955495,0.07694425848098801,0.0,0.0,0.0,11.0,4049.9650022333317,20.33800732005726,5953.167226579796,60.43686371998461,0.47802619144941577,0.47802619144941577,0.0,15.0,0.06055612770339858,0.05463314520930175,0.2129228562116623,4147.527881860733,22.15162229537964,6213.219062552965,69.13379907608032,0.48918469217970095,0.48918469217970095,0.0,hpo,tuned_ensemble,REALMLP_GPU,RealMLP_GPU,tabarena-2025-09-03
TABDPT_GPU (tuned + ensemble),1482.5,262.2,115.5,16.09090909090909,0.7960688,0.11443674022544471,0.11532879647249504,0.07315482393715583,0.09849023030841213,0.0,0.0,0.0,11.0,7193.805613691156,140.89765048027039,10500.561397658374,420.2220120956959,0.431465231023253,0.431465231023253,0.0,11.0,0.05295429208472824,0.02796349319888892,0.23076923076923073,7234.162442445755,143.5340051651001,10593.172633144706,527.6670245363501,0.2793464186734126,0.2793464186734126,0.0,hpo,tuned_ensemble,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
TABPFNV2_GPU (tuned + ensemble),1464.3,165.6,89.5,17.136363636363637,0.78194106,0.1211468575497291,0.0947092115325472,0.06808139931536236,0.09663719992277305,0.0,0.0,0.0,11.0,2438.011814399199,10.71513598615473,3516.8429831887643,31.61954681280457,0.507617824649121,0.507617824649121,0.0,18.0,0.07408975444538479,0.04660452729693711,0.21337606837606837,1778.827838420868,6.023593425750732,2887.58757911522,17.82128232470631,0.49435028248587654,0.49435028248587654,0.0,hpo,tuned_ensemble,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
TABDPT_GPU (tuned),1449.9,225.1,126.5,18.0,0.77027035,0.11671420734134323,0.11524030408605147,0.06913864395280966,0.1079045954045954,0.0,1.0,0.0,10.0,7193.805613691156,14.229895786805587,10500.561397658374,39.94032877673629,0.449793594599103,0.449793594599103,0.0,14.0,0.06955966815571124,0.029132641800927894,0.23472222222222228,7234.162442445755,16.139663457870483,10593.172633144706,46.95799082693969,0.37179487179487825,0.37179487179487825,0.0,hpo,tuned,TABDPT_GPU,TabDPT_GPU,tabarena-2025-10-20
"AutoGluon 1.4 (extreme, 4h)",1449.1,184.3,95.7,18.045454545454547,0.769656,0.1208281037629475,0.1171512263511438,0.06914748133225118,0.08597762033645177,0.0,0.0,0.0,11.0,577.4015129696239,2.5001902797005395,865.8667594771043,7.363523937030856,0.5058566933346601,0.5058566933346601,0.0,23.0,0.06964609914590147,0.061517976031957,0.2153418803418803,439.16192150115967,2.1289560794830322,644.5930078625679,6.71732529954382,0.5734265734265642,0.5734265734265642,0.0,baseline,,,AutoGluon_v140_eq_4h8c,tabarena-2025-11-01
MITRA_GPU (default),1443.2,210.1,116.8,18.40909090909091,0.7647421,0.12924072538474665,0.10465712389749396,0.06276133746803575,0.12493814826017284,0.0,1.0,1.0,9.0,87.88590071418069,1.141347516666759,131.10260866880068,3.3940493888299077,0.4958089458781833,0.4958089458781833,0.0,18.0,0.08950874271440445,0.05000008449773711,0.22145299145299147,77.20347905158997,0.9198493957519531,117.98294753082527,3.0335085466504097,0.4557764507311827,0.4557764507311827,0.0,config,default,MITRA_GPU,Mitra_GPU,tabarena-2025-09-03
