method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
XRFM_GPU (tuned),1326.9,101.7,91.7,34.5625,0.5804688,0.12235857043369164,0.05482085231362485,0.05756400798040706,0.035094461073658975,0.0,0.0,0.0,8.0,1909.2312536239624,0.04534289240837097,2834.646985198199,0.13053962643584802,0.7847127618236626,0.7847127618236626,0.0,32.75,0.12133419402016787,0.062101466778540164,0.5911357016944887,1927.3518810272217,0.046602845191955566,2859.060244138649,0.11155440900961776,0.8250335053740282,0.8250335053740282,0.0,hpo,tuned,XRFM_GPU,xRFM_GPU,tabarena-2025-09-03
LLMAdapter260429-LA-Bidir (tuned + ensemble),1318.8,138.6,114.3,35.25,0.571875,0.11634105713394308,0.03824830412800742,0.046225371856019715,0.03436189287239326,0.0,0.0,0.0,8.0,5636.9439886808395,52.32858508825302,8192.094541962751,159.96430378136358,0.7804148678908692,0.7804148678908692,0.0,35.5,0.10849842121499181,0.07522494578089176,0.610531773684174,5484.657927632332,55.519052028656006,8208.100193337223,132.68629368915654,0.8761689376876514,0.8761689376876514,0.0,hpo,tuned_ensemble,LLMAdapter260429-LA-Bidir,LLMAdapter260429-LA-Bidir,260429-LA-Bidir
LLMAdapter260429-LA-Bidir (tuned),1311.5,136.1,97.1,35.875,0.5640625,0.11654581493726564,0.0354496747485787,0.04139753222067541,0.03169678688794131,0.0,0.0,0.0,8.0,5636.9439886808395,13.636823415756226,8192.094541962751,40.45330477643558,0.7976889304260874,0.7976889304260874,0.0,32.5,0.11376209400364307,0.0755849820256952,0.6191209839795815,5484.657927632332,14.047776460647583,8208.100193337223,39.13546220958115,0.8314701954605135,0.8314701954605135,0.0,hpo,tuned,LLMAdapter260429-LA-Bidir,LLMAdapter260429-LA-Bidir,260429-LA-Bidir
LLMSlot260424-next_token_pred (tuned),1310.0,131.5,114.7,36.0,0.5625,0.12059690670190434,0.040934031279309085,0.04617111530906243,0.032374510671695604,0.0,0.0,0.0,8.0,20461.484578967094,20.106365740299225,27650.500820016765,58.65258428715743,0.8181758593995386,0.8181758593995386,0.0,32.5,0.10746750902125324,0.081992804475677,0.6142885186517393,17866.04635977745,20.970321655273438,27554.49350670071,65.85037254905176,0.8995815717591407,0.8995815717591407,0.0,hpo,tuned,LLMSlot260424-next_token_pred,LLMSlot260424-next_token_pred,260424-next_token_pred
LLMSlot260424-next_token_pred (tuned + ensemble),1302.8,170.4,117.1,36.625,0.5546875,0.12262819309890113,0.03660460342667293,0.04811282572665676,0.055292294222653596,0.0,0.0,0.0,8.0,20461.484578967094,107.91562935709953,27650.500820016765,329.13343333876617,0.8024469601379903,0.8024469601379903,0.0,42.5,0.12923463402924856,0.07204848316504892,0.6107468016796278,17866.04635977745,107.4617954492569,27554.49350670071,381.27735832163523,0.9923273657288999,0.9923273657288999,0.0,hpo,tuned_ensemble,LLMSlot260424-next_token_pred,LLMSlot260424-next_token_pred,260424-next_token_pred
XGB (tuned + ensemble),1297.0,143.7,110.4,37.125,0.5484375,0.13544481411890155,0.06859293414740969,0.06405872681279517,0.031251004302301474,0.0,0.0,0.0,8.0,1165.0907188653946,2.52126082777977,1635.9219625094765,6.041559176996966,0.8301506182522066,0.8301506182522066,0.0,36.0,0.12928279262307407,0.06563301744817236,0.6075834300012599,1021.2042243480682,1.2963002920150757,1627.767421372563,3.5285378639901888,0.8505247900537085,0.8505247900537085,0.0,hpo,tuned_ensemble,XGB,XGBoost,tabarena-2025-06-12
LLMAdapter260423-bidir (default),1297.0,225.4,208.8,37.125,0.5484375,0.16760365669910232,0.1082509578409529,0.09305851495237558,0.049727486901981505,0.0,0.0,0.0,8.0,615.6871468126774,19.16056102514267,888.6570961562275,58.051437330155515,0.7616925273739353,0.7616925273739353,0.125,35.0,0.09352712467108576,0.12097046933733549,0.6450138562437384,537.8006310462952,16.016372203826904,891.1795758267017,55.78372078144782,0.8503401360544232,0.8503401360544232,0.0,config,default,LLMAdapter260423-bidir,LLMAdapter260423-bidir,260423-bidir
NN_TORCH (tuned),1295.5,136.4,98.4,37.25,0.546875,0.1235722152871792,0.057524285474095146,0.05247019409603988,0.03571129675865639,0.0,0.0,0.0,8.0,5525.471385836601,0.06666553020477295,7127.693406124973,0.1975673567631941,0.82521087522844,0.82521087522844,0.0,40.0,0.11780960795841322,0.07103583738479201,0.5991524315447422,4177.980161309242,0.061765313148498535,5609.399443801145,0.17308532851212974,0.9053806035225533,0.9053806035225533,0.0,hpo,tuned,NN_TORCH,NeuralNetTorch,tabarena-2025-06-12
EBM (default),1289.7,186.4,134.6,37.75,0.540625,0.15024457447835943,0.11952876289431552,0.07571010581570684,0.04311984639041877,0.0,0.0,0.0,8.0,14.043107241392136,0.02310916781425476,19.29117033231941,0.07082184061704176,0.8076123559580928,0.8076123559580928,0.0,39.5,0.08289151304211129,0.07134266279814167,0.618691579302048,9.200192213058472,0.022684812545776367,14.881804395100408,0.06524594625953863,0.8861451746171574,0.8861451746171574,0.0,config,default,EBM,ExplainableBM,tabarena-2025-09-03
LLMAdapter260421-3 (default),1287.5,200.0,178.0,37.9375,0.53828126,0.15198813424718266,0.07498835263436526,0.07552505817355556,0.04246308915949653,0.0,0.0,0.0,8.0,601.2148531377316,12.507406771183014,862.0115541622648,38.71356461640236,0.7729754839707463,0.7729754839707463,0.125,34.0,0.09067917322495106,0.11194716324040328,0.6302543940277394,623.7659474611282,13.448676824569702,948.1911215671364,43.91395672037079,0.7476946075429586,0.7476946075429586,0.0,config,default,LLMAdapter260421-3,LLMAdapter260421-3,260421-3
