,category,Fitness,Blood,Diabetes,Fiat500,QSAR-Fish,Airfoil,Concrete,Insurance,Maternal,Phishing,ELO
REALMLP_GPU,DL,0.8049568965517241,0.7298245614035088,0.8459170013386881,690.2745994021611,0.9014784160630552,1.0118973418753692,4.141370860233445,4071.1783567245207,0.40136799216270447,0.2129228562116623,1659.7
TABM_GPU,DL,0.8086244706594071,0.7101754385964912,0.8251673360107095,719.4982051805744,0.9109158278963556,0.9773049624642896,4.374334605859934,4101.560812702842,0.4541251495467335,0.2223637501455227,1372.8
XRFM_GPU,DL,0.8064125831820932,0.703859649122807,0.8444444444444444,694.4728193660251,0.9115647745800096,1.1754813127660084,4.344043788976497,4217.97912318839,0.39351046085357666,0.2490585297346115,1406.6
REALTABPFN-V2.5,Foundation,0.8097209618874773,0.7303508771929824,0.8431726907630522,687.6317123672046,0.8866661964472332,0.870428852383852,3.7665874877665413,4030.724697336574,0.3801728631098418,0.20309345139166002,1890.9
TABDPT_GPU,Foundation,0.8082652752571083,0.7275438596491228,0.8433734939759037,676.9810301882072,0.8974494159544669,0.9489951055067419,4.040272334480419,4104.0711948039,0.3613204578377259,0.21080187905697836,1735.6
TABPFNV2_GPU,Foundation,0.8083030852994555,0.727280701754386,0.84190093708166,684.4739407491046,0.8958826799112578,0.9148343706132448,3.9147441045180007,4147.532527898639,0.40931312412357507,0.20735885385992128,1676.8
FTTransformer,DL,0.8069797338173019,0.7159649122807018,0.8275100401606426,884.3534467049177,1.0236326869317924,3.1313168599635257,6.2630538483766305,4328.37942255068,0.5516511974574335,0.22467492641607956,1092.2
LLMBaseline,LLM,,0.7093859649122807,0.7898259705488622,,1.0715240938086552,,8.513369474178416,5838.997467247002,0.8347154882827691,0.24506427220857213,890.3
LLMBaseline260429-LB-Bidir,LLM,,0.69,0.7846720214190094,,1.0266342957832233,2.592837928566358,7.470530553330592,4217.878240491299,,0.29552577822888093,949.9
LLMBaselineBidirectional260426-BaselineBidir,LLM,,0.6760526315789473,0.7845381526104418,,0.9966533447883537,1.647834833798068,4.94363565261859,4343.292832462609,,,984.4
LLMSlot260506-LS-qwen-bidir,LLM,0.8019320931639443,0.7321929824561404,0.8356760374832664,709.5286429561007,0.9283566306040519,1.0804012098706235,,4061.056549224364,0.533419852097238,0.22659247166722513,1318.2
LLMSlot260506-LS-qwen-causal,LLM,0.8033121597096189,0.7223684210526315,0.8329986613119144,714.3015217308061,0.9351174004194379,1.108253092304471,4.644545413185544,4050.3901519937617,0.5391981558865696,0.2174876357131779,1330.0
LLMSlot260506-LS-qwen-structured,LLM,0.8041250756200847,0.725,0.8289825970548862,710.833139110363,0.934734847248731,1.0936658472266039,4.720539312502998,4029.893109931243,0.5263549095936114,0.2207449480443203,1362.2
LLMSlot260508-LS-qwen-bidir-num_emb-pwl,LLM,0.8034444948578342,0.7030701754385965,0.8245649263721553,710.0760399652877,0.9227870622373947,1.0921067497451262,4.229118510517131,4073.0360404446533,0.45139267844878345,,1266.1
LLMSlot260508-LS-qwen-causal-num_emb-pwl,LLM,0.8037658802177858,0.6983333333333334,0.8187416331994646,709.7153468031393,0.919662037369655,1.084059425732545,4.154804984237513,4071.5982742275924,0.4749416974313659,,1264.6
LLMSlot260508-LS-qwen-structured-num_emb-pwl,LLM,,0.6962280701754386,,,,1.0416401151897052,,,,,1079.3
LLMSlotBoost260510-LSB-qwen-causal-eos4,LLM,0.8030096793708409,0.707280701754386,,1886.057640133394,1.4799161507157073,6.909992233087311,,11231.973181425663,0.5376987615692737,,937.4
LLMSlotBoost260510-LSB-qwen-causal-trainable4,LLM,0.8034823049001815,0.7253508771929824,,,1.4812828201151722,6.900483579112223,,11248.037867363995,0.5123072737951555,,1027.9
LLMSlotBoost260510-LSB-qwen-causal-trainable8,LLM,0.8027450090744102,0.7189473684210527,,,,6.928706762697656,,,0.535768983458531,,1035.8
